word;definition;synonym;part of speech;difficulty
word_559;definition of word_559;synonym of word_559;noun;B1
word_560;definition of word_560;synonym of word_560;noun;C2
word_561;definition of word_561;synonym of word_561;noun;B1
word_562;definition of word_562;synonym of word_562;noun;C2
word_563;definition of word_563;synonym of word_563;noun;B1
word_564;definition of word_564;synonym of word_564;noun;C2
word_565;definition of word_565;synonym of word_565;noun;B1
word_566;definition of word_566;synonym of word_566;noun;C2
word_567;definition of word_567;synonym of word_567;noun;B1
word_568;definition of word_568;synonym of word_568;noun;C2
word_569;definition of word_569;synonym of word_569;noun;B1
word_570;definition of word_570;synonym of word_570;noun;C2
word_571;definition of word_571;synonym of word_571;noun;B1
word_572;definition of word_572;synonym of word_572;noun;C2
word_573;definition of word_573;synonym of word_573;noun;B1
word_574;definition of word_574;synonym of word_574;noun;C2
word_575;definition of word_575;synonym of word_575;noun;B1
word_576;definition of word_576;synonym of word_576;noun;C2
word_577;definition of word_577;synonym of word_577;noun;B1
word_578;definition of word_578;synonym of word_578;noun;C2
word_579;definition of word_579;synonym of word_579;noun;B1
word_580;definition of word_580;synonym of word_580;noun;C2
word_581;definition of word_581;synonym of word_581;noun;B1
word_582;definition of word_582;synonym of word_582;noun;C2
word_583;definition of word_583;synonym of word_583;noun;B1
word_584;definition of word_584;synonym of word_584;noun;C2
word_585;definition of word_585;synonym of word_585;noun;B1
word_586;definition of word_586;synonym of word_586;noun;C2
word_587;definition of word_587;synonym of word_587;noun;B1
word_588;definition of word_588;synonym of word_588;noun;C2
word_589;definition of word_589;synonym of word_589;noun;B1
word_590;definition of word_590;synonym of word_590;noun;C2
word_591;definition of word_591;synonym of word_591;noun;B1
word_592;definition of word_592;synonym of word_592;noun;C2
word_593;definition of word_593;synonym of word_593;noun;B1
word_594;definition of word_594;synonym of word_594;noun;C2
word_595;definition of word_595;synonym of word_595;noun;B1
word_596;definition of word_596;synonym of word_596;noun;C2
word_597;definition of word_597;synonym of word_597;noun;B1
word_598;definition of word_598;synonym of word_598;noun;C2
word_599;definition of word_599;synonym of word_599;noun;B1
word_600;definition of word_600;synonym of word_600;noun;C2
word_601;definition of word_601;synonym of word_601;noun;B1
word_602;definition of word_602;synonym of word_602;noun;C2
word_603;definition of word_603;synonym of word_603;noun;B1
word_604;definition of word_604;synonym of word_604;noun;C2
word_605;definition of word_605;synonym of word_605;noun;B1
word_606;definition of word_606;synonym of word_606;noun;C2
word_607;definition of word_607;synonym of word_607;noun;B1
word_608;definition of word_608;synonym of word_608;noun;C2
word_609;definition of word_609;synonym of word_609;noun;B1
word_610;definition of word_610;synonym of word_610;noun;C2
word_611;definition of word_611;synonym of word_611;noun;B1
word_612;definition of word_612;synonym of word_612;noun;C2
word_613;definition of word_613;synonym of word_613;noun;B1
word_614;definition of word_614;synonym of word_614;noun;C2
word_615;definition of word_615;synonym of word_615;noun;B1
word_616;definition of word_616;synonym of word_616;noun;C2
word_617;definition of word_617;synonym of word_617;noun;B1
word_618;definition of word_618;synonym of word_618;noun;C2
word_619;definition of word_619;synonym of word_619;noun;B1
word_620;definition of word_620;synonym of word_620;noun;C2
word_621;definition of word_621;synonym of word_621;noun;B1
word_622;definition of word_622;synonym of word_622;noun;C2
word_623;definition of word_623;synonym of word_623;noun;B1
word_624;definition of word_624;synonym of word_624;noun;C2
word_625;definition of word_625;synonym of word_625;noun;B1
word_626;definition of word_626;synonym of word_626;noun;C2
word_627;definition of word_627;synonym of word_627;noun;B1
word_628;definition of word_628;synonym of word_628;noun;C2
word_629;definition of word_629;synonym of word_629;noun;B1
word_630;definition of word_630;synonym of word_630;noun;C2
word_631;definition of word_631;synonym of word_631;noun;B1
word_632;definition of word_632;synonym of word_632;noun;C2
word_633;definition of word_633;synonym of word_633;noun;B1
word_634;definition of word_634;synonym of word_634;noun;C2
word_635;definition of word_635;synonym of word_635;noun;B1
word_636;definition of word_636;synonym of word_636;noun;C2
word_637;definition of word_637;synonym of word_637;noun;B1
word_638;definition of word_638;synonym of word_638;noun;C2
word_639;definition of word_639;synonym of word_639;noun;B1
word_640;definition of word_640;synonym of word_640;noun;C2
word_641;definition of word_641;synonym of word_641;noun;B1
word_642;definition of word_642;synonym of word_642;noun;C2
word_643;definition of word_643;synonym of word_643;noun;B1
word_644;definition of word_644;synonym of word_644;noun;C2
word_645;definition of word_645;synonym of word_645;noun;B1
word_646;definition of word_646;synonym of word_646;noun;C2
word_647;definition of word_647;synonym of word_647;noun;B1
word_648;definition of word_648;synonym of word_648;noun;C2
word_649;definition of word_649;synonym of word_649;noun;B1
word_650;definition of word_650;synonym of word_650;noun;C2
word_651;definition of word_651;synonym of word_651;noun;B1
word_652;definition of word_652;synonym of word_652;noun;C2
word_653;definition of word_653;synonym of word_653;noun;B1
word_654;definition of word_654;synonym of word_654;noun;C2
word_655;definition of word_655;synonym of word_655;noun;B1
word_656;definition of word_656;synonym of word_656;noun;C2
word_657;definition of word_657;synonym of word_657;noun;B1
word_658;definition of word_658;synonym of word_658;noun;C2
word_659;definition of word_659;synonym of word_659;noun;B1
word_660;definition of word_660;synonym of word_660;noun;C2
word_661;definition of word_661;synonym of word_661;noun;B1
word_662;definition of word_662;synonym of word_662;noun;C2
word_663;definition of word_663;synonym of word_663;noun;B1
word_664;definition of word_664;synonym of word_664;noun;C2
word_665;definition of word_665;synonym of word_665;noun;B1
word_666;definition of word_666;synonym of word_666;noun;C2
word_667;definition of word_667;synonym of word_667;noun;B1
word_668;definition of word_668;synonym of word_668;noun;C2
word_669;definition of word_669;synonym of word_669;noun;B1
word_670;definition of word_670;synonym of word_670;noun;C2
word_671;definition of word_671;synonym of word_671;noun;B1
word_672;definition of word_672;synonym of word_672;noun;C2
word_673;definition of word_673;synonym of word_673;noun;B1
word_674;definition of word_674;synonym of word_674;noun;C2
word_675;definition of word_675;synonym of word_675;noun;B1
word_676;definition of word_676;synonym of word_676;noun;C2
word_677;definition of word_677;synonym of word_677;noun;B1
word_678;definition of word_678;synonym of word_678;noun;C2
word_679;definition of word_679;synonym of word_679;noun;B1
word_680;definition of word_680;synonym of word_680;noun;C2
word_681;definition of word_681;synonym of word_681;noun;B1
word_682;definition of word_682;synonym of word_682;noun;C2
word_683;definition of word_683;synonym of word_683;noun;B1
word_684;definition of word_684;synonym of word_684;noun;C2
word_685;definition of word_685;synonym of word_685;noun;B1
word_686;definition of word_686;synonym of word_686;noun;C2
word_687;definition of word_687;synonym of word_687;noun;B1
word_688;definition of word_688;synonym of word_688;noun;C2
word_689;definition of word_689;synonym of word_689;noun;B1
word_690;definition of word_690;synonym of word_690;noun;C2
word_691;definition of word_691;synonym of word_691;noun;B1
word_692;definition of word_692;synonym of word_692;noun;C2
word_693;definition of word_693;synonym of word_693;noun;B1
word_694;definition of word_694;synonym of word_694;noun;C2
word_695;definition of word_695;synonym of word_695;noun;B1
word_696;definition of word_696;synonym of word_696;noun;C2
word_697;definition of word_697;synonym of word_697;noun;B1
word_698;definition of word_698;synonym of word_698;noun;C2
word_699;definition of word_699;synonym of word_699;noun;B1
word_700;definition of word_700;synonym of word_700;noun;C2
word_701;definition of word_701;synonym of word_701;noun;B1
word_702;definition of word_702;synonym of word_702;noun;C2
word_703;definition of word_703;synonym of word_703;noun;B1
word_704;definition of word_704;synonym of word_704;noun;C2
word_705;definition of word_705;synonym of word_705;noun;B1
word_706;definition of word_706;synonym of word_706;noun;C2
word_707;definition of word_707;synonym of word_707;noun;B1
word_708;definition of word_708;synonym of word_708;noun;C2
word_709;definition of word_709;synonym of word_709;noun;B1
word_710;definition of word_710;synonym of word_710;noun;C2
word_711;definition of word_711;synonym of word_711;noun;B1
word_712;definition of word_712;synonym of word_712;noun;C2
word_713;definition of word_713;synonym of word_713;noun;B1
word_714;definition of word_714;synonym of word_714;noun;C2
word_715;definition of word_715;synonym of word_715;noun;B1
word_716;definition of word_716;synonym of word_716;noun;C2
word_717;definition of word_717;synonym of word_717;noun;B1
word_718;definition of word_718;synonym of word_718;noun;C2
word_719;definition of word_719;synonym of word_719;noun;B1
word_720;definition of word_720;synonym of word_720;noun;C2
word_721;definition of word_721;synonym of word_721;noun;B1
word_722;definition of word_722;synonym of word_722;noun;C2
word_723;definition of word_723;synonym of word_723;noun;B1
word_724;definition of word_724;synonym of word_724;noun;C2
word_725;definition of word_725;synonym of word_725;noun;B1
word_726;definition of word_726;synonym of word_726;noun;C2
word_727;definition of word_727;synonym of word_727;noun;B1
word_728;definition of word_728;synonym of word_728;noun;C2
word_729;definition of word_729;synonym of word_729;noun;B1
word_730;definition of word_730;synonym of word_730;noun;C2
word_731;definition of word_731;synonym of word_731;noun;B1
word_732;definition of word_732;synonym of word_732;noun;C2
word_733;definition of word_733;synonym of word_733;noun;B1
word_734;definition of word_734;synonym of word_734;noun;C2
word_735;definition of word_735;synonym of word_735;noun;B1
word_736;definition of word_736;synonym of word_736;noun;C2
word_737;definition of word_737;synonym of word_737;noun;B1
word_738;definition of word_738;synonym of word_738;noun;C2
word_739;definition of word_739;synonym of word_739;noun;B1
word_740;definition of word_740;synonym of word_740;noun;C2
word_741;definition of word_741;synonym of word_741;noun;B1
word_742;definition of word_742;synonym of word_742;noun;C2
word_743;definition of word_743;synonym of word_743;noun;B1
word_744;definition of word_744;synonym of word_744;noun;C2
word_745;definition of word_745;synonym of word_745;noun;B1
word_746;definition of word_746;synonym of word_746;noun;C2
word_747;definition of word_747;synonym of word_747;noun;B1
word_748;definition of word_748;synonym of word_748;noun;C2
word_749;definition of word_749;synonym of word_749;noun;B1
word_750;definition of word_750;synonym of word_750;noun;C2
word_751;definition of word_751;synonym of word_751;noun;B1
word_752;definition of word_752;synonym of word_752;noun;C2
word_753;definition of word_753;synonym of word_753;noun;B1
word_754;definition of word_754;synonym of word_754;noun;C2
